Variable,Index,Value
flux,EDTXS4,0.0
flux,EX_tmao_e,0.0
flux,NNDPR,0.000470820293614415
flux,HACD4,0.0735537863621403
flux,HACD7,0.057469096805562
flux,AACPS1,0.0
flux,SDPDS,0.0766682687905349
flux,DMSOR1,0.0
flux,DKGLCNR2y,0.0
flux,2DGULRy,0.0
flux,RZ5PP,0.0
flux,NTD9,0.0
flux,NTD10,0.0
flux,ADPT,0.0
flux,ADK1,0.00554712282723813
flux,OCTDPS,4.60899582969338e-05
flux,EX_26dap__M_e,0.0
flux,EX_acnam_e,0.0
flux,EX_amp_e,0.0
flux,EX_dha_e,0.0
flux,EX_fuc__L_e,0.0
flux,EX_glyald_e,0.0
flux,AACPS2,1.56033350929101e-24
flux,AACPS3,0.0263784230538208
flux,AACPS4,0.0310906737519783
flux,EX_rmn_e,0.0
flux,EX_ttdca_e,0.0
flux,AMANK,0.0
flux,EX_glyclt_e,0.0
flux,EX_g6p_e,0.0
flux,EX_2ddglcn_e,0.0
flux,EX_galct__D_e,0.0
flux,EX_idon__L_e,0.0
flux,EX_indole_e,0.0
flux,EX_3hcinnm_e,0.0
flux,EX_acmana_e,0.0
flux,EX_galur_e,0.0
flux,EX_but_e,0.0
flux,EX_cbl1_e,0.0
flux,ACNML,0.0
flux,CAT,0.0
flux,SERASr,0.0
flux,DMSOR2,0.0
flux,ACMAMUT,0.0
flux,DDGALK,0.0
flux,AB6PGH,0.0
flux,AMALT1,0.0
flux,MLTP2,2.27373675443232e-13
flux,PACCOAL,0.0
flux,GP4GH,0.0
flux,ACGAMT,0.0
flux,AADDGT,0.0
flux,EX_gbbtn_e,0.0
flux,EX_tma_e,-0.0
flux,GMHEPK,8.59971679493671e-13
flux,EX_malttr_e,0.0
flux,TRE6PS,0.0
flux,UDCPDP,0.0057432635029381
flux,TREH,0.0
flux,CYTK1,0.0374099583958696
flux,CYTK2,1.13686837721616e-13
flux,GK1,0.0502707102101567
flux,HACD1,0.0735537863621403
flux,HACD2,0.0735537863621403
flux,EX_hdcea_e,0.0
flux,ACACCT,0.0
flux,BUTCT,0.0
flux,2DGULRx,0.0
flux,G1PTT,0.0
flux,TDPGDH,0.0
flux,UDPGALM,0.0
flux,TDPDRE,0.0
flux,TDPDRR,0.0
flux,G3PD6,0.0
flux,ALLTN,0.0
flux,UAPGR,0.0057432635029381
flux,NDPK7,2.27373675443232e-13
flux,AOBUTDs,0.0
flux,GLYAT,1.13686837721616e-13
flux,ADNUC,0.0
flux,GMHEPPA,5.68497880798859e-13
flux,S7PI,8.59971679493671e-13
flux,TRPS3,0.0117483923741339
flux,CRNBTCT,-0.0
flux,CRNCBCT,0.0
flux,CRNCDH,0.0
flux,FADRx,0.451782951055609
flux,GTPDPK,0.0
flux,NADN,0.0
flux,NDPK2,-8.30328192447723
flux,NDPK3,0.00408067610328544
flux,NDPK4,0.00199576698992132
flux,FCLT,4.60899582969338e-05
flux,HBZOPT,4.60899582969338e-05
flux,PNTK,0.000139303285036706
flux,DPCOAK,0.000139303285036706
flux,HETZK,0.0
flux,KDOPS,0.00804238770067393
flux,KDOPP,0.00804238770067393
flux,AST,0.0
flux,SGDS,0.0
flux,CYNTAH,0.0
flux,GSPMDA,0.0
flux,GSPMDS,0.0
flux,GUAD,0.0
flux,TMAOR1,0.0
flux,TMAOR2,0.0
flux,DGK1,-1.13686837721616e-13
flux,DTMPK,0.00540802622776937
flux,NDPK1,0.00474107602269669
flux,TRDR,0.0511499330039802
flux,PGMT,7.95807864051312e-13
flux,FRUK,0.0
flux,RHCCE,9.25932794485486e-05
flux,KG6PDC,0.0
flux,X5PL3E,0.0
flux,DOGULNR,0.0
flux,BETALDHx,0.0
flux,BETALDHy,0.0
flux,MLTG3,0.0
flux,DKGLCNR1,0.0
flux,NADTRHD,0.0
flux,FMNRx2,0.0
flux,ACPS1,0.0
flux,EX_nmn_e,0.0
flux,EX_urea_e,-0.0
flux,GMPS2,0.0
flux,AMPN,0.0
flux,GSNK,0.0
flux,EX_f6p_e,0.0
flux,ADCS,0.000138269874630849
flux,ADCL,0.000138269874630849
flux,DHAPT,0.0
flux,EX_lac__D_e,0.0
flux,UMPK,0.0727256138829944
flux,DDPGALA,-0.0
flux,DURIK1,0.00540802622778927
flux,UPPRT,0.0
flux,CTPS2,0.0331775361236498
flux,NTD1,0.0
flux,NTD7,0.0
flux,PAPPT3,0.0057432635029381
flux,UAGPT3,0.0057432635029381
flux,EX_ttdcea_e,0.0
flux,F6PA,-1.13686837721616e-13
flux,AGMHE,6.24679131670761e-13
flux,GMHEPAT,6.24679131670761e-13
flux,EX_h2s_e,-0.0
flux,EX_gthrd_e,0.0
flux,IDOND,-1.13686837721616e-13
flux,IDOND2,0.0
flux,GLYCLTDx,0.0
flux,HPYRRy,0.0
flux,ACODA,0.0611347127556125
flux,ADA,0.0
flux,DADA,0.0
flux,ADD,0.0
flux,ADSS,0.0618605779417527
flux,AGDC,0.0
flux,ASNN,0.0
flux,ASNS2,0.04982159146745
flux,ASPCT,0.0683691827577905
flux,DMPPS,5.74574368006618e-05
flux,MCOATA,0.01608551628226
flux,IPDPS,0.000436304493115817
flux,DAPE,0.0766682687905131
flux,DHDPRy,0.0766682687905349
flux,HSK,0.112479339661543
flux,SDPTA,-0.0766682687903995
flux,THRS,0.112479339661543
flux,HSST,0.0318105451635163
flux,PPNDH,0.0382908346362396
flux,DDPA,0.0787702189063474
flux,NMNDA,0.0
flux,NNAM,0.0
flux,P5CD,0.0
flux,SPMDAT1,0.0
flux,SPMDAT2,0.0
flux,TDPADGAT,0.0
flux,MALS,0.0
flux,TRE6PP,0.0
flux,EX_met__D_e,0.0
flux,EX_tartr__L_e,0.0
flux,EX_taur_e,0.0
flux,EX_maltpt_e,0.0
flux,EX_glcur_e,0.0
flux,ADPRDP,0.0
flux,ARAI,0.0
flux,M1PD,-0.0
flux,G3PD2,-0.028734505479747
flux,GALS3,0.0
flux,FCI,0.0
flux,FCLK,0.0
flux,FCLPA,0.0
flux,ACCOAL,8.11794370631606e-13
flux,GALUi,0.0
flux,U23GAAT,0.00804238770067393
flux,UAAGDS,0.0057432635029381
flux,UAMAS,0.0057432635029381
flux,UAMAGS,0.0057432635029381
flux,UGLYCH,3.20934372627209e-13
flux,OP4ENH,0.0
flux,HOPNTAL,0.0
flux,3HPPPNH,0.0
flux,AKGDH,0.0
flux,HPYRRx,0.0
flux,GLYCDx,0.0
flux,ASP1DC,0.000139303285036706
flux,UGMDDS,0.0057432635029381
flux,UHGADA,0.00804238770067394
flux,UAGAAT,0.00804238770069787
flux,ATPPRT,0.0195805850632562
flux,HISTD,0.0195805850632562
flux,IGPDH,0.0195805850632562
flux,PRPPS,-0.345542923709104
flux,PRATPP,0.0195805850632562
flux,PRMICI,0.0195805850631814
flux,SERAT,0.0511499330038987
flux,CYSS,0.0511499330039802
flux,BPNT,0.0511499330039802
flux,PAPSR,0.0511499330039802
flux,ASPK,0.22095815361547
flux,ASAD,-0.22095815361547
flux,DAPDC,0.0709250052875968
flux,EX_mmet_e,0.0
flux,METAT,0.000185599921751781
flux,ASCBPL,0.0
flux,ACBIPGT,0.0
flux,ADOCBLS,0.0
flux,ADOCBIK,0.0
flux,TMPK,4.60899582969338e-05
flux,HPPPNDO,0.0
flux,DHCINDO,0.0
flux,HKNDDH,0.0
flux,HKNTDH,0.0
flux,GLYCK2,0.0
flux,ENTCS,0.0
flux,SULR,0.0511499330039802
flux,MANPGH,0.0
flux,URDGLYCD,0.0
flux,CBMKr,0.129503895513608
flux,AMANAPEr,-0.0
flux,ACM6PH,0.0
flux,NNATr,0.000470820293458019
flux,CYTDH,0.0
flux,PSERT,0.343840596257878
flux,AIRC2,0.0925507030893293
flux,GAPD,9.71182387916144
flux,HEX1,10.0000000000003
flux,GND,0.0
flux,TAUDO,0.0
flux,DM_amob_c,4.1336285468102e-07
flux,ME2,0.0
flux,ARGSL,0.0611347127554609
flux,CBPS,0.0
flux,GLU5K,0.0456879629207565
flux,IPPS,0.0931163901411474
flux,EX_mg2_e,-0.00179296138219343
flux,ACOATA,-1.13686837721616e-13
flux,MLTG2,1.16261172182565e-13
flux,MLTG1,1.16261172182565e-13
flux,AMALT3,0.0
flux,MLTP3,3.41060513164848e-13
flux,SPODM,0.0
flux,AHCYSNS,9.25932794485486e-05
flux,TMK,0.0
flux,NTPP4,0.0
flux,NTPP3,0.0
flux,NTPP6,0.0
flux,NTPP7,0.0
flux,NTPP8,0.0
flux,P5CR,0.0456879629208024
flux,CYANST,0.0
flux,DHPPDA2,9.21799176483792e-05
flux,G5SADs,0.0456879629207565
flux,GMAND,0.0
flux,PPCSCT,0.0
flux,CYTD,0.0
flux,DCYTD,0.0
flux,DBTS,4.1336285468102e-07
flux,DCTPD,0.0
flux,DHDPS,0.0766682687905349
flux,G1PACT,0.0195289147065501
flux,GART,0.0229147698670227
flux,CSND,0.0
flux,GF6PTA,0.0195289147065501
flux,H2SO,0.0
flux,GLUCYS,0.0
flux,GLUN,0.0
flux,GLUPRT,0.0925967930474246
flux,GMPR,0.0
flux,NADS1,0.000470820293614415
flux,NTRIR2x,0.0
flux,OCBT,0.0611347127554609
flux,GARFT,0.0696820231805759
flux,GPDDA1,0.0
flux,GPDDA2,0.0
flux,PHETA1,-0.0382908346362001
flux,PPND,0.0285466320628439
flux,TRPS1,0.0
flux,PRAMPC,0.0195805850632562
flux,MCITL2,0.0
flux,DXYLK,0.0
flux,MDH3,0.142299371063636
flux,SOTA,0.0
flux,SGSAD,0.0
flux,PTA2,0.0
flux,MDH2,0.0
flux,ACOTA,-0.0611347127555746
flux,GPDDA5,0.0
flux,PDX5PS,4.60899582969338e-05
flux,PPBNGS,0.00036871966637547
flux,PPNCL2,0.000139303285036706
flux,PRAGSr,0.0925967930475053
flux,PRFGS,0.0925967930476262
flux,EX_acac_e,0.0
flux,ETHAAL,1.86918907332349e-13
flux,MAN1PT2,0.0
flux,AP4AH,0.0
flux,AP5AH,0.0
flux,ADNCYC,0.0
flux,MI1PP,0.0
flux,MCITS,0.0
flux,PPAKr,0.0
flux,NTP3,0.0
flux,PPM2,0.0
flux,MOAT2,0.00402119385033697
flux,EX_adn_e,0.0
flux,EX_ins_e,0.0
flux,G6PDH2r,9.79104459469124
flux,NADH5,0.0
flux,MOHMT,0.000139303285036706
flux,EX_glyc3p_e,0.0
flux,EX_lcts_e,0.0
flux,EX_nac_e,0.0
flux,EX_ocdca_e,0.0
flux,GMPS,0.0502707102101158
flux,FTHFLi,0.0
flux,UDPGD,0.0
flux,GLCRD,0.0
flux,PPPNDO,0.0
flux,CHRPL,4.60899582969338e-05
flux,TDPAGTA,0.0
flux,UACMAMO,0.0
flux,FBA3,0.0291127324927629
flux,PMPK,4.60899582969338e-05
flux,LCADi,0.0
flux,ADK3,0.00378039662189167
flux,GLUDC,0.0
flux,BSORy,0.0
flux,ADSK,0.0511499330039802
flux,HSDy,-0.144289884824843
flux,CYSTL,0.0318105451635163
flux,SHSL1,0.0318105451635163
flux,SSALy,1.10618275243119e-13
flux,EX_dad_2_e,0.0
flux,EX_ser__D_e,0.0
flux,EX_gam6p_e,0.0
flux,EX_15dap_e,-0.0
flux,EX_ocdcea_e,0.0
flux,EX_cynt_e,0.0
flux,EX_galctn__D_e,0.0
flux,EX_glyb_e,-0.0
flux,3HCINNMH,0.0
flux,BSORx,0.0
flux,NMNt7pp,0.0
flux,GLUtex,-0.0
flux,GLYtex,-0.0
flux,GLYALDtex,-0.0
flux,GLYBtex,0.0
flux,GLYCtex,-0.0
flux,GLYC3Ptex,-0.0
flux,GLYCLTtex,-0.0
flux,GTPtex,-0.0
flux,GUAtex,-1.13686837721616e-13
flux,Htex,-18.7888773557501
flux,H2tex,-0.0
flux,H2Otex,-23.1949500532991
flux,FACOAL160t2pp,0.0
flux,FACOAL180t2pp,4.90944904593155e-13
flux,SPODMpp,0.0
flux,NO3R1bpp,0.0
flux,O2tpp,17.2960026282879
flux,PHYTSpp,0.0
flux,PPTHpp,0.0
flux,PYRt2rpp,0.0
flux,NO3R2pp,0.0
flux,NTP3pp,0.0
flux,NO3R2bpp,0.0
flux,THD2pp,0.0
flux,TMAOR1pp,0.0
flux,TMAOR2pp,0.0
flux,XANtpp,1.13686837721616e-13
flux,DAPtex,0.0
flux,12PPDStex,-0.0
flux,DDGLCNtex,-0.0
flux,26DAHtex,-0.0
flux,HCINNMtex,-0.0
flux,HPPPNtex,-0.0
flux,ACtex,-16.8898059353953
flux,ACALDtex,-0.0
flux,ACMANAtex,-0.0
flux,ACMUMtex,0.0
flux,ACACT7r,0.057469096805562
flux,PSP_L,0.343840596257878
flux,ACACT2r,0.0735537863621403
flux,ACACT3r,0.0735537863623676
flux,ACACT4r,0.073553786362254
flux,SUCCt2_2pp,0.0
flux,SUCFUMtpp,-9.09494701772928e-13
flux,SUCptspp,0.0
flux,SULabcpp,0.0
flux,TSULabcpp,0.0
flux,TARTRt7pp,0.0
flux,AHGDx,0.0
flux,TAURabcpp,0.0
flux,THMDt2pp_copy1,0.0
flux,EX_ca2_e,-0.00107577682922511
flux,EX_so3_e,-0.0
flux,Kt2pp,0.0403427678468762
flux,AKGt2rpp,1.13686837721616e-13
flux,XYLt2pp,0.0
flux,EX_ascb__L_e,0.0
flux,EX_ala_B_e,0.0
flux,EX_agm_e,0.0
flux,EX_minohp_e,0.0
flux,EX_ppt_e,0.0
flux,EX_hxa_e,0.0
flux,EX_lyx__L_e,0.0
flux,EX_acmum_e,0.0
flux,EX_dca_e,0.0
flux,EX_all__D_e,0.0
flux,EX_octa_e,0.0
flux,EX_xylu__L_e,0.0
flux,EX_gdp_e,-0.0
flux,EX_gtp_e,0.0
flux,THMabcpp,0.0
flux,THMDt2pp_copy2,-1.13686837721616e-13
flux,THRabcpp,0.0
flux,TREptspp,0.0
flux,TRPt2rpp,0.0
flux,TYRt2rpp,0.0
flux,URIt2pp_copy1,0.0
flux,URIt2pp_copy2,0.0
flux,VALabcpp,0.0
flux,XTSNt2rpp,0.0
flux,XYLabcpp,0.0
flux,XYLUt2pp,0.0
flux,THRt4pp,0.0
flux,EX_fruur_e,0.0
flux,GALtex,-0.0
flux,GALCTtex,-0.0
flux,GALCTNtex,-0.0
flux,GALTtex,-0.0
flux,GALURtex,-0.0
flux,GTPCI,0.000138269874617788
flux,FDMO,0.0
flux,FEOXAMabcpp,0.0
flux,CBL1abcpp,0.0
flux,ACACt2pp,0.0
flux,ACGAptspp,0.0
flux,ACMANAptspp,0.0
flux,ACNAMt2pp,0.0
flux,CHOLD,0.0
flux,DRPA,0.0
flux,TKT2,-0.119495898549985
flux,EX_ch4_e,-0.0
flux,FEENTERabcpp,0.0
flux,FECRMabcpp,0.0
flux,GAMtex,-0.0
flux,GBBTNtex,0.0
flux,ARBt2rpp,1.13686837721616e-13
flux,DAPabcpp,0.0
flux,CO2tpp,-17.7370650311774
flux,DHAtpp,0.0
flux,DMSOR1pp,0.0
flux,ARGabcpp,0.0
flux,ARGAGMt7pp,0.0
flux,ASCBptspp,0.0
flux,ASNt2rpp,0.0
flux,ASPabcpp,0.0
flux,ASPt2pp,0.0
flux,ASPt2_2pp,0.0
flux,ASPt2_3pp,0.0
flux,HIStex,-0.0
flux,HXAtex,-0.0
flux,HYXNtex,-0.0
flux,IDONtex,-0.0
flux,ILEtex,-0.0
flux,INSTtex,-0.0
flux,INStex,0.0
flux,Ktex,0.040342767846937
flux,D_LACtex,-0.0
flux,NTD8pp,0.0
flux,FRULYStex,-0.0
flux,EX_fad_e,-0.0
flux,GALCTt2rpp,1.13686837721616e-13
flux,GALt2pp,0.0
flux,ASPtex,-0.0
flux,ABUTt2pp,0.0
flux,CYSabcpp,0.0
flux,SBTptspp,0.0
flux,TREHpp,0.0
flux,CYTBDpp,0.0688197482725892
flux,CYTBD2pp,7.40495724044257
flux,ACALDtpp,0.0
flux,ACt2rpp,-16.8898059353952
flux,EX_fe3dcit_e,0.0
flux,EX_fe3hox_e,0.0
flux,EX_fecrm_e,-0.0
flux,EX_feenter_e,-0.0
flux,EX_feoxam_e,-0.0
flux,EX_cbi_e,0.0
flux,EX_arbtn_fe3_e,-0.0
flux,EX_cpgn_e,-0.0
flux,EX_adocbl_e,0.0
flux,ATPS4rpp,0.689763770886088
flux,INDOLEtex,-0.0
flux,L_LACtex,-0.0
flux,ACt4pp,0.0
flux,ADEt2rpp,0.0
flux,ADNt2pp_copy1,0.0
flux,ADNt2pp_copy2,0.0
flux,ALAabcpp,0.0
flux,ALLabcpp,0.0
flux,ALLTNt2rpp,0.0
flux,ARBabcpp,0.0
flux,ECOAH8,-7.95807864051312e-13
flux,GLCDpp,0.0
flux,GUAtpp,-1.13686837721616e-13
flux,HYD2pp,1.44733953817388e-13
flux,HYXNtpp,0.0
flux,NACtpp,0.0
flux,FE3DCITabcpp,0.0
flux,CPGNtonex,0.0
flux,GLCRtex,0.0
flux,GLCNtex,-0.0
flux,GLCURtex,-0.0
flux,GLNtex,-0.0
flux,O2tex,17.296002628288
flux,EX_ppa_e,0.0
flux,OCTAtex,-0.0
flux,ORNtex,-0.0
flux,ECOAH5,0.0735537863620266
flux,DHFS,0.000138269874630849
flux,CITt7pp,0.0
flux,CRNt7pp,0.0
flux,EX_ni2_e,-6.67581010309848e-05
flux,EX_no_e,0.0
flux,CHLabcpp,0.0
flux,DGSNt2pp,0.0
flux,DINSt2pp,0.0
flux,DURIt2pp,0.0
flux,FE2abcpp,0.0
